"evrak","Kelime","frekans"
63,"benzetlemeli",1
63,"açığını kapatmak",1
63,"ağzından",2
63,"ana yüreği",2
63,"aynalı",4
63,"aleyhinde konuşmak",5
64,"araştırılması",5
64,"alaca karanlık",5
64,"beğence",2
64,"beğence",7
64,"antrenman yapmak",7
64,"alınlık",5
64,"asalağın",5
64,"asal sayı",3
64,"açıkyüreklilik",4
64,"ağım",3
64,"aygın baygın",7
64,"avro",1
64,"benliğinden çıkmak",2
64,"başına kakmak",4
64,"beberuhi",1
64,"benzincilik",6
64,"beli çökmek",6
64,"ağdalaşma",2
64,"bermutat",3
64,"aromatik",3
64,"alakalandırma",2
64,"bela kesilmek",4
64,"ara sokak",3
64,"atom çekirdeği",4
64,"afiyetle",1
64,"aile hukuku",6
64,"açıklaştırmak",1
64,"ar damarı çatlamış",3
64,"afişe",2
64,"almancı",7
64,"abula etmek",6
64,"asırdide",2
64,"at sineği",1
64,"bançolaşma",1
64,"barkan",6
64,"absorbe",6
64,"berkin",5
64,"amerikalı",7
64,"bağıllık",6
64,"bendenin",4
64,"alet",2
64,"açık çek",5
64,"baygınlık",2
64,"açık şehir",2
64,"arz dairesi",3
64,"akamete uğramak",2
64,"alternat",5
64,"akkan",5
64,"beterin beteri var",5
64,"akıcı ünsüz",4
64,"altes",5
64,"apatit",2
64,"aksiyon",6
64,"aysberg",4
64,"anaca",7
64,"açgöz",7
65,"bambul otu",2
65,"bakışı",5
65,"anlaşmaya",4
65,"ağzıbozuk",4
65,"ayaz paşa kol geziyor",7
65,"ağızlama",4
65,"adriyatik denizi",1
65,"batu",3
65,"artagan",6
65,"açık liman",7
65,"aşkenazca",4
65,"atölye",1
65,"bedavadan ucuz",5
65,"bağatur",7
65,"balyos",2
65,"alabalık",2
65,"bahsı",2
65,"ayartma",4
65,"bayıltıcı",3
65,"açık hece",4
65,"ala tavlı",6
65,"bartık",5
65,"anırmasınısağlamak",2
65,"azaltmalar",7
65,"algur",3
65,"ateşli ateşli",6
65,"almancı",7
65,"banyo",6
65,"ateşpüskürmek",3
65,"aman dilemek",6
65,"abula etmek",3
65,"balaban kuşu",2
65,"amerika elması",6
65,"baloncu",1
65,"ağrıtma",2
65,"batal",2
65,"anayasa",1
65,"ayrılmış",7
65,"baştınki",5
65,"alaçık",7
65,"ağır çekmek",4
65,"beslenme bozukluğu",1
65,"balık tabağı",5
65,"başak bağlamak",7
65,"bahtiyarlık",2
65,"baş biti",4
65,"altın kaplama",6
65,"bağlaç",7
65,"adaklamak",4
66,"bağlı kalmak",4
66,"akbala",6
66,"asap",4
66,"ateş gecesi",4
66,"ansefal",3
66,"akıl durdurmak",6
66,"aradan",7
66,"acıyı",7
66,"ağzı teneke kaplı",1
66,"asteğmenlik",2
66,"bal",2
66,"akrostiş",7
66,"bellek yitimi",5
66,"atak yapmak",3
66,"alanölçü",2
66,"adıyakşı",2
66,"askıya çıkarmak",3
66,"aşağıdakiler",4
66,"adı sanı",7
66,"banyo",7
66,"adli makam",7
66,"ahmaklaştırmak",7
66,"arası soğumak",6
66,"balık çorbası",4
66,"balaban kuşu",4
66,"asarıatika",4
66,"badiye",1
66,"ayakları dolaşmak",4
66,"ayrıklık",1
66,"bernier çamurcunu",1
66,"başbuğ",6
66,"allık",6
66,"ağdalaşmak",2
66,"anane",4
66,"beraberlik",3
66,"aklıevvel",6
66,"aybaşı olmak",4
66,"bellenti",2
66,"ağı otu",6
66,"beyaz",3
66,"baş başa kalmak",4
66,"adaklamak",3
67,"afi",6
67,"bambul otu",6
67,"bambul otu",6
67,"bambul otu",2
67,"anaçlık",4
67,"adak",6
67,"basmaca",7
67,"basmaca",1
67,"asalağın",1
67,"afsuncuya",2
67,"ağır işitmek",3
67,"allak",3
67,"alemşümul",4
67,"adı var",5
67,"anatomici",5
67,"ayniyet",5
67,"ayniyet",2
67,"aş erme",7
67,"asılmışadam",2
67,"basıcı",4
67,"astrolog",7
67,"argaçlamak",4
67,"argaçlamak",7
67,"belirtilmezlik",1
67,"asıl sayılar",3
67,"ati",2
67,"anlaşılması",5
67,"ağdalaşma",5
67,"asılmak",7
67,"ayak teri",7
67,"adıyakşı",7
67,"alaz alaz",1
67,"balık etinde",7
67,"ballık",4
67,"aferin almak",2
67,"atletik",1
67,"adalet mahkemesi",3
67,"belenme",2
67,"batuga",3
67,"açgözlülük",2
67,"adileşme",4
67,"beyin üçgeni",4
67,"alayiş",4
67,"besbelli",2
67,"aglütinin",2
67,"ayak izi",7
67,"benzetlemeli",7
67,"ağıt yakmak",3
67,"aslık",2
67,"adlandırılma",2
67,"akkan",2
67,"baygı",7
67,"açıkartırma",6
67,"aybaşı olmak",5
67,"arazi topoğrafı",3
67,"anız bozmak",1
67,"altın beşik",5
67,"avutulma",1
67,"beceriksizleşmek",4
68,"afi",5
68,"başhakem",6
68,"açmacı",2
68,"asalağın",5
68,"ardışık sayılar",5
68,"ansefal",7
68,"bahis",6
68,"beste bağlamak",4
68,"beyazlaştırmak",5
68,"artagan",6
68,"bazıları",4
68,"belleğini yitirmek",3
68,"al kan",6
68,"başmakçılık",6
68,"benzincilik",4
68,"anaçlaşmak",2
68,"arkabahçe",5
68,"belirtme sıfatı",2
68,"avrupalı",4
68,"aca",5
68,"astronot",7
68,"ahlaf",1
68,"beduh",2
68,"belgelendirmek",5
68,"ateşte",4
68,"anası kılıklı",4
68,"basmakalıplaşmak",1
68,"besmelesiz",3
68,"açıklaştırmak",7
68,"alfaterapi",5
68,"baş tacı etmek",3
68,"bedhah",6
68,"adcı",7
68,"başı yastığa düşmek",5
68,"adı sanı",6
68,"açık rejim",5
68,"bardan bardan",7
68,"akyaprak",2
68,"bandoculuk",3
68,"betül",6
68,"adalet mahkemesi",5
68,"ağzına sakız olmak",5
68,"ateşpüskürmek",6
68,"beyaztilki",5
68,"açıktan",2
68,"affınıza sığınarak",7
68,"betimleme",7
68,"aş damı",5
68,"ayakbağı",4
68,"ayak izi",1
68,"bardakeriği",1
68,"atmaca",6
68,"ağzı pek",3
68,"ağzı pek",1
68,"amerikalı",6
68,"açlıktan nefesi kokmak",2
68,"ayarlı",4
68,"balmumu",4
68,"aritmetiği",3
68,"aritmetiği",4
68,"anglosakson",3
68,"anglosakson",2
68,"ağırlanma",4
68,"balıkçı gemisi",7
68,"bağırış çağırış",3
68,"alıcı kılığına girmek",7
68,"bağlantısız",7
68,"bellenti",5
68,"ahibba",7
68,"baş biti",7
68,"alışveriş",3
68,"ağlaşmak",2
68,"baklamsı meyve",5
69,"bambul otu",5
69,"başhakem",7
69,"akbala",7
69,"aldanç",1
69,"afsuncuya",4
69,"acıyarak",5
69,"becerili",7
69,"aşkınlık",6
69,"alavandalı",2
69,"akçalamak",1
69,"alman",5
69,"aklı selim",1
69,"akseptans",6
69,"bahanesiz",4
69,"avangart",1
69,"adi adım",6
69,"beberuhi",2
69,"bağrına taş basmak",7
69,"basket",7
69,"basket",7
69,"arkabahçe",7
69,"antisemit",5
69,"ağrısız",6
69,"alabalık",7
69,"bertik",6
69,"beşparalık etmek",1
69,"algılamak",1
69,"ala tavlı",5
69,"ana yol",7
69,"adliyeci",1
69,"anası kılıklı",7
69,"bağışçı",2
69,"ada gibi gemi",7
69,"basmakalıplaşmak",4
69,"asetilen",6
69,"ayrıksı ay",2
69,"askıya çıkarmak",4
69,"ahırlamak",3
69,"aile hukuku",5
69,"azmettirme",7
69,"anlamdaş",7
69,"başı yastığa düşmek",7
69,"aceleten",4
69,"açıklar livası",1
69,"atletik",4
69,"aktarmasız",7
69,"başkası",6
69,"adı belirsiz",3
69,"adıkaynak",6
69,"baş başa",5
69,"beş para etmez",1
69,"ayakbağı",4
69,"aksatma",4
69,"alçılanmak",1
69,"ağdacı",7
69,"ağlatış",3
69,"aklına yelken etmek",3
69,"barut kokusu gelmek",1
69,"banyo havlusu",1
69,"accelerando",1
69,"ayak divanı",1
69,"aslan ağzı",7
69,"apatit",1
69,"ağustos",7
69,"baklalık",3
69,"bağlaç",1
70,"başhakem",7
70,"beslenme",6
70,"asap",3
70,"ansefal",5
70,"art arda",2
70,"aklını takmak",2
70,"adı var",3
70,"bandırmak",5
70,"astarlı",2
70,"akseptans",6
70,"akşaman",6
70,"aharlama",7
70,"benliğinden çıkmak",2
70,"asteğmenlik",7
70,"belleğini yitirmek",6
70,"ak kan yangısı",2
70,"ağrısız",6
70,"amaçlanma",6
70,"alabalık",4
70,"andoskopi",2
70,"ayak teri",7
70,"aynabakar",6
70,"bekleme",2
70,"anası kılıklı",5
70,"açıklıkla",2
70,"abazan kalmak",3
70,"asetilen",5
70,"aklına esmek",2
70,"berkitmek",3
70,"bellembeç",3
70,"andız",5
70,"alfaterapi",2
70,"azmettirme",1
70,"benzetmek",3
70,"aptesbozan otu",3
70,"abakıymış",2
70,"akyaprak",5
70,"aplikasyon",4
70,"bendeniz",4
70,"barmak",1
70,"aman dilemek",2
70,"başagut",6
70,"beslek",4
70,"bayraktarlığını yapmak",3
70,"alımlı",1
70,"askerlere",5
70,"ağzından düşmemek",6
70,"allık",6
70,"alakasız",4
70,"beynamaz",2
70,"aksi halde",4
70,"aldırtma",5
70,"atlı kovalarcasına",6
70,"asit alkol",6
70,"baş üstüne",5
70,"affolunmak",1
70,"bağışlamak",2
70,"ahçıbaşı",2
70,"aslan ağzı",3
70,"bağlatmak",1
70,"beterin beteri var",3
70,"bahtiyarlık",7
70,"ayaklık",4
70,"altın kaplama",1
70,"apışlık",1
70,"ağrılı",7
71,"asap",5
71,"altun",6
71,"bateri",4
71,"ayrıç",1
71,"belgeçerlemek",2
71,"basuç",6
71,"akçalamak",6
71,"alt alta üst üste",3
71,"atlama taşı yapmak",1
71,"bağlamsal anlam",1
71,"bağlamsal anlam",3
71,"analitik kimya",6
71,"ağım",3
71,"adını taşımak",4
71,"başına kakmak",4
71,"bal",3
71,"aktan",6
71,"akson",5
71,"addetmek",3
71,"belleğini yitirmek",4
71,"aile saadeti",5
71,"açık yüreklilik",3
71,"balık yumurtası",1
71,"ateşlenmek",5
71,"akşam yeli",2
71,"adamakıllı",7
71,"ay örümceği",5
71,"başbakan",2
71,"baba hindi",3
71,"ağalanma",4
71,"behime",1
71,"benzetilmek",2
71,"beşik kertiği",1
71,"açıklaştırma",3
71,"betonarme",5
71,"besinli",5
71,"batal",6
71,"anayasa",7
71,"başında olmak",4
71,"bayraktarlığını yapmak",1
71,"aramakla bulunmaz",3
71,"aramakla bulunmaz",5
71,"bela çıkarmak",6
71,"aklen",3
71,"akkarıncalar",2
71,"berkin",2
71,"bağrına basmak",6
71,"ayrışıklık",1
71,"bağları",7
71,"abuk subukluk",5
71,"ahçıbaşı",1
71,"anaca",4
71,"ablatif",4
72,"akıl var",4
72,"adak",1
72,"arter",4
72,"ardışık sayılar",7
72,"ağılanma",7
72,"açıortay",3
72,"ağır işitmek",3
72,"alyans",3
72,"başkumandan",7
72,"bereketli",4
72,"balat",4
72,"aç acına",2
72,"artçı",3
72,"abdestan",2
72,"asteğmenlik",4
72,"astrolog",7
72,"amonyaklamak",2
72,"alan talan olmak",2
72,"belirtilmezlik",3
72,"ankara keçisi",7
72,"araşit",3
72,"avare olmak",2
72,"apar topar",1
72,"bela kesilmek",5
72,"andoskopi",6
72,"bedduasını almak",1
72,"altlık",5
72,"acıbadem şerbeti",1
72,"abartış",4
72,"açık rejim",5
72,"allak bullak etmek",7
72,"ayrınç",4
72,"aplikasyon",4
72,"adalet mahkemesi",5
72,"akşit",5
72,"bereketsizlik",1
72,"bereketsizlik",7
72,"aldırışsız",7
72,"arkasından koşmak",4
72,"amniyon sıvısı",7
72,"başagut",7
72,"benekleşmek",6
72,"belirsizlik",4
72,"abullabutluk",2
72,"beş para etmez",7
72,"bale",7
72,"asesbaşı",1
72,"angın",6
72,"belirlenme",5
72,"ağrık",6
72,"bağrına basmak",5
72,"beşeriyetçilik",5
72,"bazende",6
72,"astarlı zarf",6
72,"balıkçı gemisi",6
72,"balıkçı gemisi",7
72,"bebekçe",3
72,"aslan ağzı",4
72,"benimsenme",5
72,"altınımsı",4
72,"agu bebek",3
72,"benden de al o kadar",1
72,"balıklama",3
72,"başköşeye kurulmak",3
73,"al gülüm ver gülüm",4
73,"alıngan",1
73,"başhakem",4
73,"anlayışlılığın",2
73,"ağzıbozuk",7
73,"alavandalı",6
73,"adı var",6
73,"adonis",7
73,"beygir",2
73,"başına kakmak",7
73,"aptallık",6
73,"anıklaşmak",7
73,"alfons",2
73,"alışkın",3
73,"alnının akı ile",2
73,"akdiken",7
73,"asıntı",7
73,"beyefendi",1
73,"alık alık",7
73,"belirtme sıfatı",3
73,"alabalık",1
73,"bermutat",3
73,"alakalandırma",7
73,"behlül",7
73,"ahlakıyat",5
73,"belgelendirmek",6
73,"afis",1
73,"anıtlaşma",2
73,"bagaj",2
73,"başşehir",7
73,"alfaterapi",1
73,"akşam yeli",7
73,"abartış",1
73,"amebosit",5
73,"ayazlanmasınısağlamak",1
73,"barbakan",6
73,"benimseyiş",2
73,"benzi uçmak",2
73,"baklava",6
73,"akçakesme",4
73,"aklına koymak",2
73,"bağımlı",3
73,"ağızsız",3
73,"başbuğ",5
73,"adıduyulmak",6
73,"amalık",4
73,"amalık",6
73,"aleyhinde olmak",1
73,"aleyhinde olmak",2
73,"bendenin",4
73,"aksi halde",3
73,"başparmak",6
73,"alaçık",1
73,"alaçık",3
73,"anglosakson",7
73,"ağırlanma",5
73,"ağırlanma",6
73,"bebekçe",6
73,"benimsenme",7
73,"anket yapmak",7
73,"anlaşılmayan",3
73,"artezyen kuyusu",5
73,"altta yok üstte yok",1
73,"averaj",7
73,"ateşini almak",6
74,"al gülüm ver gülüm",2
74,"aldanç",4
74,"art arda",2
74,"ağzının perhizi yok",4
74,"aklı selim",5
74,"ayrımlılaşmak",4
74,"ağaç parkı",4
74,"anlaşılan",6
74,"aşkenazca",5
74,"beklenilenin",7
74,"alaka çekmek",2
74,"azar",7
74,"balast",6
74,"acarkan",3
74,"baydan",7
74,"bayram alayı",2
74,"anlaşılması",6
74,"betonkarar",4
74,"aslan gibi",3
74,"ayak teri",7
74,"beti",1
74,"ahmak yerine koymak",6
74,"aralıklı",2
74,"algur",7
74,"anlamdaş",3
74,"ateşli ateşli",6
74,"bellisiz",3
74,"başlangıç",2
74,"abakıymış",5
74,"aplikasyon",5
74,"asi",4
74,"ateşpüskürmek",4
74,"aşındırmak",2
74,"batuga",1
74,"astronomik rakam",1
74,"açgözlülük",2
74,"benzi uçmak",3
74,"açık toplum",6
74,"beşerleme",5
74,"beş para etmez",2
74,"aşikar etmek",7
74,"aday",5
74,"andırmak",4
74,"balon",2
74,"alçılanmak",6
74,"bağımlı",1
74,"bernier çamurcunu",5
74,"adıduyulmak",3
74,"baskıcılık",7
74,"ayırmaç",1
74,"alaçık",2
74,"bağırış çağırış",7
74,"açığını kapatmak",7
74,"art damak",4
74,"anız bozmak",1
74,"bengilik",6
74,"altın beşik",6
74,"akkız",6
74,"alağ",6
74,"abidin",3
74,"balıklama",3
74,"alın damarıçatlamak",6
75,"alıngan",1
75,"aşağılatmak",1
75,"abin",5
75,"bakışı",6
75,"amerikanvari",6
75,"anlayışlılığın",3
75,"ateş gecesi",3
75,"avcı uçağı",6
75,"aklını takmak",6
75,"alt alta üst üste",3
75,"azma",1
75,"anaforculuk",5
75,"anatomici",4
75,"benibeşer",5
75,"algılayıcı",2
75,"arife günü",5
75,"alışkın",2
75,"afşın",3
75,"afşın",6
75,"arayış",3
75,"ahir zaman",4
75,"anlaşmazlıklarbelirir",6
75,"avrupalı",2
75,"bayram alayı",2
75,"abışka",1
75,"abışka",1
75,"betonkarar",5
75,"aklıkarışmak",6
75,"beta ışınları",3
75,"bekleme",4
75,"anırmasınısağlamak",7
75,"abla",1
75,"alternatör",6
75,"belenme",7
75,"azalmak",1
75,"beğdeş",1
75,"amniyon sıvısı",5
75,"başagut",4
75,"belgegeçer",6
75,"atalık",4
75,"bayır aşağı",4
75,"arşidüşes",5
75,"bencillik",2
75,"bahailik",5
75,"besbelli",2
75,"ayak izi",3
75,"aklen",4
75,"bağrına basmak",5
75,"acurlu",1
75,"akça pakça",2
75,"arz dairesi",3
75,"belki",4
75,"aslan ağzı",1
75,"ağzı burnu yerinde",1
75,"ayvalık",2
75,"akıcı ünsüz",3
75,"bengileşme",1
75,"aklını kaçırmak",1
75,"batmaz",4
75,"başa baş noktası",1
75,"apışlık",7
75,"alt karşıt",5
76,"barizleşme",7
76,"beslenme",7
76,"betonlaşma",2
76,"afsuncuya",6
76,"ateş gecesi",1
76,"beste bağlamak",4
76,"alavandalı",4
76,"aklını takmak",3
76,"ağızlama",7
76,"astarlı",1
76,"asal sayı",5
76,"ağır canlı",4
76,"aharlama",7
76,"başmisafir",4
76,"anat",5
76,"adi defter",5
76,"avarız",4
76,"baş vermek",5
76,"akdiken",4
76,"apar topar",6
76,"bayram alayı",4
76,"bahsı",2
76,"başarılma",1
76,"ara sokak",1
76,"acıçektirmek",1
76,"anıtlaşma",1
76,"aytın",3
76,"bengisu",5
76,"bazitli mantarlar",6
76,"behime",4
76,"ateşpüskürmek",4
76,"astar sürmek",7
76,"adı verilmek",1
76,"azoik",6
76,"andaval",2
76,"aritmik",5
76,"ağrıtma",2
76,"ayakbağı",1
76,"aksatma",6
76,"berkliğ",6
76,"ayırmaç",2
76,"başınıeğmek",2
76,"açlıktan nefesi kokmak",3
76,"baskılık",2
76,"acurlu",5
76,"basit kelime",3
76,"alacalamak",4
76,"aşk yapmak",7
76,"apatit",1
76,"abıru",3
76,"adalet sarayı",5
76,"benden de al o kadar",4
76,"başa baş noktası",3
76,"averaj",2
76,"aksaklık",7
77,"alaca karanlık",5
77,"başhakem",1
77,"antrenman yapmak",1
77,"bakışı",4
77,"ayartan",1
77,"ağlayış",1
77,"amonyum karbonat",5
77,"aet",5
77,"anlaşılan",1
77,"atölye",3
77,"basar",7
77,"amonyaklamak",2
77,"aktan",7
77,"argaçlamak",7
77,"başgöz etmek",5
77,"başmakçılık",3
77,"antisemit",4
77,"belagatsiz",1
77,"alabalık",1
77,"beyhudelik",3
77,"başa çıkmak",5
77,"avlamak",5
77,"aktan kara kalktı mı",3
77,"adıyakşı",2
77,"basmakalıplaşmak",5
77,"anıtlaşma",2
77,"besmelesiz",4
77,"acıbadem şerbeti",6
77,"avundurmak",1
77,"açıklaştırmak",6
77,"benzetmek",6
77,"akşam yeli",6
77,"balık tutmak",5
77,"baş tacı etmek",7
77,"avareleşmek",3
77,"adcı",5
77,"balık etinde",6
77,"abla",3
77,"ağalanma",7
77,"ant verdirmek",2
77,"alavereci",6
77,"ağzının tadını bilmek",7
77,"bereketsizlik",1
77,"bereketsizlik",2
77,"araklamak",6
77,"aşkın",4
77,"acemleştirmek",5
77,"bayır aşağı",4
77,"aşikar etmek",3
77,"asarıatika",1
77,"ad durumu",7
77,"badiye",4
77,"akar",3
77,"bahis konusu",2
77,"besbelli",6
77,"baskıcılık",1
77,"ayırmaç",4
77,"asma kat",6
77,"açık çek",6
77,"anlayışlı",2
77,"ağıt yakmak",3
77,"asyalı",4
77,"ahçıbaşı",2
77,"altınımsı",4
77,"ayıptır söylemesi",6
77,"antikacılık",7
77,"ana yüreği",7
77,"ağladı ağlayacak",1
77,"aldatılmaz",3
78,"arsun",1
78,"açmacı",1
78,"ablaklık",6
78,"amfibi harekat",6
78,"afiyet olsun",3
78,"analı",6
78,"ampul",7
78,"ağılaşma",2
78,"ayartan",1
78,"altun",1
78,"belgeçerlemek",1
78,"acıyı",1
78,"alamerikan",6
78,"ayniyet",1
78,"aş erme",3
78,"belgilemek",4
78,"beygir",3
78,"baksı",6
78,"alaka çekmek",6
78,"bedel",3
78,"akgünlük",3
78,"akson",6
78,"antimadde",7
78,"antimadde",4
78,"avarız",7
78,"afşın",4
78,"al kan",4
78,"belirtme sıfatı",4
78,"bahsı",1
78,"bayağılaştırma",3
78,"bela kesilmek",5
78,"açık hece",2
78,"ayazlık",6
78,"ayazlık",3
78,"amebosit",4
78,"basketbol",4
78,"beşparalık olmak",5
78,"adli makam",4
78,"benekleşmek",6
78,"aşkın",4
78,"benimseyemeyen",3
78,"açgözlülük",1
78,"andaval",3
78,"açıklaştırma",4
78,"battal edilmek",1
78,"amerika elması",2
78,"atom reaktörü",2
78,"badem gibi",6
78,"antropozoik",7
78,"acayip karşılamak",3
78,"badiye",2
78,"adıvar",4
78,"asit borik",5
78,"besbelli",3
78,"ahmet",1
78,"belalar mübareği",6
78,"ayakta uyumak",1
78,"bağkesen",2
78,"alt yazılama",7
78,"asyalı",6
78,"atlı kovalarcasına",5
78,"alternat",6
78,"aslık",4
78,"bağışlamak",7
78,"basiret",2
78,"arslança",5
78,"adsorpsiyon",4
78,"besteci",5
78,"ağız değişikliği",3
78,"ana toplardamar",3
78,"anız bozmak",4
78,"bankomat",3
78,"ağır iş",7
78,"belli",7
78,"açgöz",2
79,"başucu noktası",7
79,"ağzının kaşığı olmamak",5
79,"atlama beygiri",3
79,"bakım yurdu",2
79,"acıyarak",5
79,"bağışlatma",5
79,"ağlayış",2
79,"ağzının perhizi yok",6
79,"ağır canlı",2
79,"başmüşavir",6
79,"beberuhi",4
79,"avrupa arı kuşu",7
79,"anaçlaşmak",1
79,"arkabahçe",2
79,"bağatur",7
79,"ahlakıyat",7
79,"bağlayıcı ünlü",4
79,"balık yumurtası",7
79,"bartık",1
79,"aklına esmek",4
79,"anırmasınısağlamak",7
79,"anımsama",5
79,"balık tutmak",5
79,"aktarmacı",1
79,"aması maması yok",2
79,"başbakan",7
79,"barcı",6
79,"araklamak",3
79,"adaletten",7
79,"astar sürmek",1
79,"benimseyemeyen",6
79,"balık sütü",3
79,"belitlenebilirlik",5
79,"ağrıkesen",1
79,"badem gibi",3
79,"başınıdinlemek",6
79,"batal",7
79,"başında olmak",1
79,"ateş püskürmek",6
79,"alımlı",3
79,"bernier çamurcunu",2
79,"baskıcılık",6
79,"amerikalı",2
79,"baştınki",1
79,"arz dairesi",1
79,"ana cadde",1
79,"basınçölçüm",5
79,"açıkartırma",5
79,"agnostiszm",7
79,"anlaşılmayan",2
79,"aklını kaçırmak",2
79,"ağaççılık",4
79,"berbat olmak",3
79,"akkız",4
80,"balgümeci",7
80,"beğence",5
80,"belleten",3
80,"bal mumu gibi erimek",7
80,"avcı uçağı",2
80,"bahis",4
80,"balat",7
80,"atlama taşı yapmak",6
80,"akşaman",2
80,"bertilme",5
80,"başına kakmak",3
80,"algılayıcı",5
80,"batırılmak",4
80,"balast",1
80,"bakteriyel",3
80,"amaçlanma",7
80,"beyhudelik",3
80,"bakışlarını ayıramamak",3
80,"bertik",5
80,"bartık",1
80,"bagaj",4
80,"anırmasınısağlamak",6
80,"akşam yeli",3
80,"ağış",5
80,"başlangıç",1
80,"aşıvurmak",5
80,"alavereci",5
80,"ayarı bozuk",5
80,"başkan yardımcısı",1
80,"afiyet",7
80,"aş damı",2
80,"betonarme",5
80,"babasına rahmet okumak",5
80,"bale",2
80,"ansefalit",7
80,"bece­rikli",4
80,"beyni",1
80,"amerikalı",1
80,"aleyhinde olmak",1
80,"ağrısı tutmak",1
80,"alaçık",6
80,"aritmetiği",6
80,"anglosakson",6
80,"alt yazılama",4
80,"baş üstüne",4
80,"alacalamak",2
80,"alıcı kılığına girmek",7
80,"akıcı ünsüz",6
80,"anlaşılmayan",2
80,"abazan",3
81,"aşağılatmak",5
81,"açmacı",3
81,"amerikanvari",2
81,"bayılttırmak",1
81,"asap",6
81,"ayartan",3
81,"ayartan",5
81,"akıl durdurmak",7
81,"alavandalı",6
81,"aklını takmak",4
81,"abdestini vermek",2
81,"benibeşer",3
81,"bazlama",5
81,"belgilemek",3
81,"acze düşmek",6
81,"aygın baygın",1
81,"beberuhi",4
81,"barok",3
81,"androsefal",2
81,"bağatur",3
81,"alabalık",2
81,"abışka",6
81,"betonkarar",4
81,"aklan",4
81,"bela kesilmek",6
81,"aşağılı yukarılı",4
81,"balık yumurtası",2
81,"adıyakşı",5
81,"adalete teslim etmek",6
81,"aytın",1
81,"algur",7
81,"alfaterapi",1
81,"altlı üstlü",4
81,"ağzının tadını bilmek",5
81,"altılık",3
81,"azalmak",1
81,"başkan yardımcısı",2
81,"ateşpüskürmek",6
81,"beğdeş",5
81,"algılanmak",6
81,"ampirik",3
81,"askeri inzibat",7
81,"asıl nüsha",7
81,"begen",2
81,"ağartma",6
81,"allık",4
81,"aklına yelken etmek",6
81,"beren",5
81,"başöğretmenlik",5
81,"astarlı zarf",6
81,"anlayışlı",4
81,"anlayışlı",7
81,"akça pakça",4
81,"adalet",2
81,"analık",3
81,"ayıptır söylemesi",5
81,"abıru",6
81,"aysberg",6
81,"ana yüreği",1
81,"benzeyiş",3
81,"açıölçer",3
81,"belli",2
81,"başköşeye kurulmak",1
82,"barışlandırına",3
82,"arkegon",3
82,"amfibi harekat",6
82,"ateş gecesi",6
82,"ağılanma",1
82,"ayartan",5
82,"beyin kanaması",4
82,"altlama",1
82,"amanın",3
82,"bağırarak",3
82,"bağırarak",6
82,"alt alta üst üste",7
82,"ağdalanmış",1
82,"basıcı",4
82,"başmisafir",1
82,"bazıları",2
82,"belediye teşkilatı",2
82,"belediye teşkilatı",2
82,"açkılanma",1
82,"arpalık",1
82,"belirtilmezlik",4
82,"arayış",6
82,"ayak teri",7
82,"aşağılı yukarılı",7
82,"bağlayıcı ünlü",2
82,"bartık",4
82,"beti",4
82,"alçak gönüllülük",5
82,"bağışçı",4
82,"azaltmalar",3
82,"azmettirme",5
82,"ar damarı çatlamış",7
82,"aferin almak",2
82,"aktarmasız",1
82,"alavereci",2
82,"ahmaklaştırmak",2
82,"alk",5
82,"ağaç nemi",4
82,"aksırış",6
82,"belirsizlik",4
82,"ayakbağı",3
82,"aynalık",5
82,"aclan",7
82,"asbest yünü",4
82,"başınıalıp gitmek",2
82,"ağrık",6
82,"başparmak",7
82,"ayaktaşlık",6
82,"başöğretmenlik",7
82,"beraberlik",1
82,"asit alkol",3
82,"bağ budamak",7
82,"aksiyon",6
82,"alıp vereceği olmamak",1
82,"adamlıksız",7
82,"absorbe olmak",3
83,"aria",4
83,"barizleşme",7
83,"açkıyapılmak",1
83,"anlayışa",6
83,"ayağını denk almak",2
83,"aftaka",1
83,"başkumandan",7
83,"anadolulu",1
83,"allak",3
83,"anıştırmak",3
83,"abdestini vermek",7
83,"baruthane",5
83,"azma",6
83,"antropojen",3
83,"aze",3
83,"anlaşılan",7
83,"avro",4
83,"akrostiş",6
83,"atlama tahtası",6
83,"başyargıcı",7
83,"apenin dağları",1
83,"bedihi",7
83,"bağıtlı",7
83,"bangladeş",5
83,"ağır kaçmak",2
83,"açık yüreklilik",5
83,"bartık",6
83,"ateşte",1
83,"bagaj",6
83,"bedhah",3
83,"ay örümceği",5
83,"ağalanma",2
83,"arturu",6
83,"aşıcılık",6
83,"aşkın",1
83,"balık çorbası",5
83,"aşikar etmek",3
83,"bağdaşıklaştırmak",7
83,"askerlere",4
83,"askerlere",7
83,"ahbap çıkmak",7
83,"balyoz gibi",6
83,"ayırmaç",2
83,"ağa",2
83,"barut kokusu gelmek",6
83,"belalar mübareği",3
83,"ağzını hayra aç",4
83,"bağışlamak",1
83,"ayak divanı",5
83,"ayvalık",3
83,"ayrışık",4
83,"ana yüreği",4
83,"ağaçlıklı",1
83,"ayağa düşmek",6
83,"altın kaplama",2
83,"altın kaplama",5
83,"besteli",4
84,"açmacı",2
84,"baktı",4
84,"akbala",5
84,"bateri",6
84,"becerili",1
84,"beğenilmesini",6
84,"acıyı",6
84,"ağdalanmış",6
84,"adriyatik denizi",3
84,"benibeşer",6
84,"aktivite",4
84,"ağım",5
84,"açık liman",7
84,"anat",6
84,"astrolog",5
84,"basar",5
